,Comments,Labels
4802,Zuzu no more bullshit bro....we say wat they do not want to hear....,0
4803,Rajiv Laljee fact!,0
4804,Rajiv Laljee / Zuzu Hayr page laem p partaz foto 1 tas zenfant pu l'indépendance pas appel fer publicité sa ? Pense imp bne dimoune ki pena zenfan matlo!!! 😂😂😂😂,0
4805,Rookshay b wi moem mo leker frmal mo ena 34 ans pa marier pena zenfan 😭😭😭😭,0
4806,Suraj Ramtohul d’accord avec ou,0
4807,Rookshay Seetaloo la ou comment pas make sense,0
4808,Mopays.com la li pas make sense.... Section 12 constitution maurice donne dimoune droit fer seki zot envi... Sans ki zot bless dimoune... Si dimoune p fer food challenge pas to problème sa... Zot libre..... Tout seki to met lor Facebook vine publicité ( akoz li publique)... Ou vine fer moi croir dimoune ki pena manzer kot li la... Li pu offenser akoz lor Facebook so camouade ine share 1 plat briyani? Li bizin poz liem question ki so bane priorité dan so lavie... Manzer soi téléphone/ réseau sociaux !,0
4809,Rookshay Seetaloo moem m pena zenfan ta. Mne offenser la 😂,0
4810,Rookshay Seetaloo proud of you bro.rational answer!,0
4811,Rookshay Seetaloo Rajiv Laljee. Sur ceux.moal devore m briani. Pa encoleure,0
4812,Zuzu Hayr Thanks bro... 1 page avec tt sa like la... Li ena 1 responsabilité envers la population... Li pas comprend ki appel sa incitation à la haine ec discrimination...,0
4813,Zuzu Hayr bonne appétit bro ! Apprécié le fruit to dure labeur !,0
4814,Rookshay Seetaloo travaye pu sa bro. Ek si ena dimun dan le besoin.nu aide zot. Simple ke sa au lieu vin fer tapaz lor comment. Nu pren action. ❤💙💛💚,0
4815,Tout a fait daccord👍👍ena dimoune ventre vide pense unpeu sa bane dimoune la😓,0
4816,Jessica Antoine bien dir,0
4817,Jessica Antoine exacte !!,0
4818,"Ouii ena un peu respect pou boku cki p rest ventre vide. Ban SDF,ban ki pena moyen.dir merci bon dieu pu ena ou.ou ena lachance.ena dimune vrement Dan la peine.mais courage pu ena ban volontaire ki p aide.",0
4819,Pas simplement manger mais House in alcoliser osi. Photo zot femme iso zot exposer. Dans ki lecol noune fine appeal sa.,0
4820,"Mais kan ena publicité manger lor TV ou lor réseau sociaux peut être sa bann dimoune la, pa p fer sa pou rend jaloux, mais zotte content peut-être pou la première fois zotte fine Réalisé tel Menü, parseki grâce à sa bann partaz la bokou dimoune par exemple fine redonne fruit à pain, manioc dipain rasi truv so valeur, mais je suis de tout cœur avec les personnes ki n'ont pas à manger mais je demande aux gens ki est à coter des gens ki n'ont pas mais pa blier aide zotte merci🙏🙏🙏🙏",0
4821,Dans place p tire foto p met lor fcbk al partaze inpé avek dimoune ki pena ...ti pou 1bonne action saa ti fer zot plaizir,0
4822,Vanessa Labelle 100% right,0
4823,Vanessa Labelle bien dire cousine....,0
4824,Sheila Chinnapyel-Ah Whaye B Normal fidou ena p fer couma dire île maurice et t'en fête,0
4825,"Totally agree with it.. kpav partaz 1 manger pou donne 1 l'idée couma kpav prpare 1 repas avc le peu ki nou ena, ou partaz 1 recette ki kpv fer ki pas couté et sa donne lidee aux autres, mais de la a faire 1 propagande , im against it.
May god keep our country and all our people safe🙏💕",0
4826,Lau Ren c vrais,0
4827,Exactement....ceki ena ene deux mines la aussi pe faire zotte gaspille li.,0
4828,Mw si mo cuit mo manZ dan mo lakz mais mo pa fr publiciT mw.... RespE to prosain... Apre MentaliT mauricien pa pu sanZ sa....si tou dimune viv kuma dimune mm lr sa later la samm aC,0
4829,Agree..e oci ban dimoune ki poste special dishes etc during confinement...for some it may b vacations but there are certain people who dont even have 1 time meal...my opinion pls...u can disagree 🙏,0
4830,Karuna Ramanah totally agree.,0
4831,Zot montrer zis bon menu..kan zot mange du pain rassi avek du beurre sa zot pa upload ...just show off,0
4832,Bien dis merci espérons tous Comprend la vie la,0
4833,Bien dire mo araze can mone trouve sa alle guet sa cantité dimoun p rode aide lor group donneri la,0
4834,Mw mo lopinion li sa... Cki ou cuit dan ou lakz pna pu fr publiciT lr fb parski ou bzin penC ena dimune sa si pna... Reflechi unpeu avan zt met zt menu lr fb... Ki serti to p fr granoir... Jr to pa pu ena mo geT kt to granoir pu rentrE....,0
4835,So true! Its not a celebration or festivity when people in your motherland are infected with this damn corona virus. Some people may not hve enough food to fill their stomach during this confinement! Its not fun at all! Show some respect!!!,0
4836,Ek lorla li ti cocain photo mo mine tout pou mett lor so pub. Photo mine aussi zot pas kitter aster 🤣,0
4837,Jessram Koonja chatwa partou🤣🤣🤣,0
4838,"Boucou fair publicite pou gag comment pou gag loner, si zot ena courage zot ena manger zot envi don zot le temp lezot dimoune miser alle trakil pa fair lezot cone pa fair publicite.
Quand bondieu don nu 1 kitchose li pa fair publicite.",0
4839,mauvaise idee sa challenge la penser qui ena dimoun 1 mine appollo osi zot pa p capav aster,0
4840,Marie Michele Marie exactly,0
4841,"Ena dimun p senti vraiment mal parski zot pa p kav manger Kuma bisin. Kan p fer publicité au lieu zot demane dimun si zot p ressi manger, zot p fer sa bne dimun la ressenti a ki point zot helpless",0
4842,Shalini Ramkhalawon bien Dire sa au lieu Remercie Bon Dieu zot p Faire pub,0
4843,"Asgar Ali zot bisn réaliser nu dan confinement, pa tout dimun p ggn la paye",0
4844,Ine lheur pou ki nou change en pe nou mentality pas nek guet zis pou nou mem,0
4845,Shalini Ramkhalawon Bien dire,0
4846,Exactement bien dir sa,0
4847,Zot pa reflechi kan zot p post bn menu special etc..ban personne ki pa p kpav afford ban cki pna asser mnger cot zot ban ki p cuit 1 mnger bien simple pnse 1 coup cuma zot p feel kan zot guet toussala..oun cuit bon manger mnger trnkil san fr publicité..,0
4848,Ce vraie bien dit dan 1 moment dificile kumsa ena p fer publicite mange ou manger trankil do fer ki xtra zot p cuit bizin monter dimoun,0
4849,"Zot pa compren dutu .
Zot oublier ban dimoune ki pena manger en ce moments
difficile remercie bondieu si ou ena manger dan ou l cuisine
Pa fer publiciter pa bless dimoune misiere",0
4850,"Bien dit bro
Ena fami dan extra dificute. Bizin partez merci",0
4851,Exactement bien pas bn sa challenge la bizin réfléchi ena enta dimoune pna manger kot zot ni pou zot zenfant,0
4852,Bravo bravo bien dir sa,0
4853,Weih bien dire sa coumadir trop extra😘,0
4854,Ki fair zot pa faire partage challenge en place fair mine bouille challenge ...,0
4855,Bien dir... Bizin pense les zot seki pena.,0
4856,Vanessa Furcy,0
4857,Doni Marie-Jeanne b ki li p kozer alor,0
4858,"Vanessa Furcy justement, li p vine faire la morale , alors ki li même li habitué poster manger",0
4859,"Bien dire sa
Nu bizin pense nu lot dimoune ena ki ena tigit manger ena Peña du tous même
Ena ki p bizin mange du pain rasi avec de l’eau",0
4860,Zot l'esprit dans zot fess,0
4861,"It’s not really time to show off your nice plate of food it’s true that many people don’t have the possibility to buy the same as others, kids will feel it more, imagine that! No judgement is passed in this post it’s just common sense don’t take situations like this for granted and instead do charity if you can 💕",0
4862,Ban camarad Facebook pa prend sa mauver nous p just past ban letemp..,0
4863,"Mo faire aussi a ban personnes qui p partage des nourritures, donne ban dimoune qui vraiment pena, merci",0
4864,"I understand the frustration. However, I think people are not being mean by doing those challenges. They are doing what is helping them go through this hard time. No one tells you that they don’t have food or not, maybe it’s the only food they have. Maybe it’s not. Maybe they don’t have food problems but they have other problems. Food is not the only thing that keeps a human being alive. There are people suffering from depression and other mental illness or sadness. I believe that in times like this we should understand rather than criticize because we do not know the full story. And of course help where we can and educate kindly.",0
4865,Bien dire sak fois mo trouve kiken met foto manger mo pense ceki pena coum zot senti zot,0
4866,Manz mouss zon gramatin? 😝,0
4867,Manish Ashil top gadiak,0
4868,Weh sa li Enan raison.. Bku dimune penan,0
4869,comic selma..si dimune la pena manG eski li ena fb...ki zt problm si ena dimune p fr letmp paser fr cmptition.,0
4870,Sanjay Heeramun tou dimoun Pena myt. Bondie in done ou Manger profiter Manger PA maltraite dimOune svp. Ena dimOune ena cash mais Pena manger pan gayn le temp aste. Ena vrement Pena cash zot PA mendier mais zot travay du jOur o jOur en temp normal zot ti pou travay mais domaz,0
4871,Oui b lerla kan nou ena internet Nou bizin fer tamtam Mazine maurice en entier pas get zis seki dan to lentourage,0
4872,Sanjay Heeramun mo mem mo Ena cash dans supermarcher Pena farine duriz pan ressi aste aster p bizin mange du riz ration ki ti aste pou oiseaux cki Ena p tracer ki pou fer bizin atan Mardi pou alle supermarcher. PA ignore dimoun koumsa bhai,0
4873,Fe Kho chanter in dir sa tu sa ou fr dimune i coz ou enfin...,0
4874,Komier sans abrit pna mange e pa p facile pou sorti ale kit 1 mange r zot ici p met challenge aret egoiste pense inp lezot,0
4875,"C ki triste ena cam ena cash pa p cpav sortie ou prefer reste en dans coz la santé zot famille en priorité, ena par contre p foutre sa banne dimoune la p fr concurence",0
4876,Oui bien dir. Nu dan en moment bien dificile la. Ena dimoune pena manger dan so lacaz p domi son manger. 😥😥,0
4877,Bien dire sa ena bocoup dimune bien dan la peine..,0
4878,Ene ban mawer cocovid pa pou cnprend jamais,0
4879,Vraiment ena dimoune pena mangez..,0
4880,Bien dire sa pena travail ki sa bisin fer publicite manger,0
4881,Bien koZ sa magine seki pena ena dimoun pa p ggn manger respect.. ❤️,0
4882,Je trouve aussi 🙁,0
4883,O lieu p fer publiciter manger offert bne dimoune ki pena manger N repas chaud ek du lait pou bne Zenfant !!!,0
4884,Resper Bane q pa p coner couma pou fer pou gagne 1repas,0
4885,Ban gamat en plein !! 😂,0
4886,"Yes,, guet bien Kan zot post,",0
4887,"Tres juste...
Et en plus malelever....
Vilain nets",0
4888,RespecT zot prochain en cette period dificile🙏,0
4889,"well said
.zot pa pense dimoun ki pena ki dan problem",0
4890,"Wai sipaki loyo recompense!
Pren sa ale done ban dimoune ki pena manzer!",0
4891,Pas tous dimoune ki riche dans maurice réfléchis et prière pour le monde entier,0
4892,Oui c vrai moi mo arrete met mange net,0
4893,JöYekürün MäVïsh aret saa dow😂,0
4894,"Rohan Master t bondiE toi?
Tpas bondiE nn?
B bol !",0
4895,"Parfois vraimem Ena certain person
PA kon soufrance,, ban dimoune pas p mange a zot faim",0
4896,Moi tuletemp mo ti sa cuyonade ki dimune fer cner ki li p manger lor post public..fer li ente xte cam matlo..lepep pa bsin cnet ki zte p manxer matlo🙄,0
4897,dan place fr publicité plito partazé ek ban ceki pena,0
4898,Avan zot p al 👉👌💦 asoir kfr zot pa poster zot 🍒🍆🍑 avan zot al 👉👌💦??...😌 m poz sa comment la trankil,0
4899,Li vrais sa,0
4900,Jessica Abeeluck arrete sa bane maniere la,0
4901,Moi depi touletemp mo pas ti contant r sa ban maniere met photo manger lor fb ..b parmi tou seki p comment la la ..comier ine aide dimoune ladans🤔🤔,0
4902,Yeah right..100% agreeable..,0
4903,C vrai zot pa mazine ena pe dormi sans mange😭,0
4904,Vrai sa bien dis.b ban dimoune ki mark role meme ki fer sa kalite travay la,0
4905,Oui c vrei stop zis,0
4906,"Oui mo dakor
Même après confinement si pas tir foto et post
Akz tulezurs dimun p mort sans mangé",0
4907,Share it with poor people instead sharing on Facebook.. Real like better than fb likes...,0
4908,Zote pre pou fair challenge pli zoli 💩💩💩💩 tou ...😉😉😉,0
4909,Kevin Pandoo fort frerela,0
4910,Ashwinee Ladkoo Esram,0
4911,Kevin Pandoo 👍💯,0
4912,Kevin Pandoo bku pou perdi sa 😂,0
4913,Sounaina SG kozz ek banla n cou,0
4914,Mac Bryson ki tn fr sa boug la.. 🤣🤣🤣,0
4915,Avi Jeeloll boussssouuuuu!,0
4916,So true,0
4917,Bien dire!,0
4918,Well said,0
4919,Lol,0
4920,bien vrai..,0
4921,Reshma Seedanie,0
4922,Agree,0
4923,Well said,0
4924,Truly well said.,0
4925,Bien dir,0
4926,Våshısh Sherkhan,0
4927,Agree,0
4928,Agree,0
4929,je trouve osi,0
4930,Trop vrai!!!,0
4931,True,0
4932,bien dier sa top,0
4933,"1 semaine confinment
E deja pena foods... May god help them 🙏",0
4934,Bien dit sa,0
4935,So true.,0
4936,Respect pour ban ki pena,0
4937,Respect wat we eat.,0
4938,Nishi Rammah,0
4939,Bien dire sa,0
4940,True,0
4941,Bien dir sa,0
4942,Agreed,0
4943,Nishma Dayal,0
4944,Alala Yanesh,0
4945,Absolutely well said,0
4946,Yess,0
4947,Mélodie Suntah,0
4948,Bien dir,0
4949,Tres bien dit,0
4950,Bien dir,0
4951,Bien dire sa,0
4952,Priya J Mahadeea si dimoune la envie partage laisse zot,0
4953,Jeewon Joy 👍,0
4954,Agree,0
4955,Well said,0
4956,right,0
4957,Well said..,0
4958,Exactement,0
4959,Bien dire sa,0
4960,Colette Adaken,0
4961,Totally Agree,0
4962,Manav Heerooa appre Gagne caca dilo pou dir in Gagne lizie 😂😜😂,0
4963,Bien dirrr sa,0
4964,Kamlesh ramasse t mine bouille,0
4965,"Prishnee L. Appadoo mine bouille la kumsa rester sa
Moimm mne blier",0
4966,Kamlesh fer sagrin,0
4967,Prishnee L. Appadoo manze biscuit,0
4968,Kamlesh manz l'air 😊,0
4969,Well said,0
4970,Bien dier,0
4971,Oupsss im nt guilty ✋😊,0
4972,Bien vrai,0
4973,Bien dir,0
4974,🤨🤨,0
4975,Right,0
4976,Well said,0
4977,well said,0
4978,Bien dire sa. ..,0
4979,Well said,0
4980,100% daccord avec ou👍,0
4981,Azhar Peerbux to pas pour aret to maniere la! 🤨,0
4982,Bien dire,0
4983,Pravesh Ramsurrun 😂😂,0
4984,Khushal Ragoomundun,0
4985,Completely agree.. 👍,0
4986,"Bien dire..
Ban ti lesprit",0
4987,Agree with you,0
4988,Rose Cassy,0
4989,Agree,0
4990,Ghunowa Jiya,0
4991,Well said,0
4992,Well said,0
4993,Well said,0
4994,Bien dire 👍,0
4995,Agree 👍,0
4996,Bien dire,0
4997,Bien dir sa,0
4998,Dylen Punthen areuut 😢,0
4999,Bien dire sa,0
5000,Totally agree,0
5001,Bien dir,0
5002,Saras App 🤣🤣,0
5003,"Vickash Potiah,bann la pense zis nana dans confinement 😔",0
5004,Saras App ils m'ont tuer lol 🤣🤣,0
5005,"Vickash Potiah ,ils sont fort pour ça 🤣🤣",0
5006,Exactement,0
5007,Bien dire sa,0
5008,Meena Chundee non c np,0
5009,Poovadee Veerappapillay,0
5010,Veloopillay Mootoosamy,0
5011,Ri Shi,0
5012,Well said,0
5013,Meda Gopy,0
5014,Exactement,0
5015,Sharmine R Beekawoo,0
5016,Sameer Ellahee,0
5017,Nu bizin Pravind ress nu PM ziska 2030. Meilleur PM pu nu zil. Ban lezot trop faible pu li. Vive nu Pravind!,0
5018,Ti Zozo Lor Baz,0
5019,KAN TO PA POU ENA MANGER SO KAKA SI TO PA POU EZITER POU TO MANGER MOVER BOUFFON 🤣🤣🔥🔥,0
5020,Ferme to fesse do,0
5021,Ferme to Q,0
5022,Marisa Marie,0
5023,Gopia chatwa,0
5024,Ey peelon plak fess trankil doh baboolal aret manz fess r pra20 peelon lamm so fess papu li la ki pra20 pra20 flmm,0
5025,Ala to pilon p enterre nous vivants la bachiara,0
5026,to mank rol boulbak,0
5027,Christiane Antoine,0
5028,Mange so kk ta....,0
5029,Mo croire pravind paie toi pu ki To vine met comment lor Facebook toi,0
5030,Fairytailsjonath Fairytails yes,0
5031,Mo ggt,0
5032,Meilleurs des meilleurs.......sa même sa....Vive Kpj.....il mem ki pu résoudre tou nu problème,0
5033,Sa figur la li pena rol li met 1 poste li guette comier dimoun pour commente comier maltraité li pour ggn,0
5034,Prefere mort avek covid ki get Pravin ziska 2030,0
5035,Kailash Panchoo,0
5036,Dn li fess flrmm,0
5037,Fairytailsjonath Fairytails,0
5038,Ena dimoun pa kone ki pu coze🗣,0
5039,Antish Ramnauth,0
5040,Vive bane coco vide,0
5041,Ta baya cote to rester accause banne ti lesprit couma to meme ki nou dan sa situation la zordi.,0
5042,Auriant Pascal,0
5043,Mazine 1 bus arret devant ou la porte ou p kit ou la caz ou p ale dans 40 ene fer la priere pou ou banne cam arret coz sa ki pa bzn .,0
5044,Medpoint ti bizin Fini mette lockdown Friday 5 March to prevent crowds on the road. IRRESPONSABLE,0
5045,Lizier Lïžîêř check demars,0
5046,To liki p kase kumadir boutey to pe krwar kan li pm.la li pou epargnie,0
5047,"Ki ena, kk dans so la tête sa? Si pena role, mette choukchouk dans laguel alle dormi do😎😎",0
5048,Bousse to liki ou to Gogot seki to ena la bousse Li,0
5049,Dir li vivre lor mo kok,0
5050,Drmi r li,0
5051,Call centre propagande la pa ankor fermé? Zot pa respecter lockdown?,0
5052,Li p vive dans lespace sa boufon la li pas p truver ki p arrive akose sa imcompetent la et so bane ministre....n pm maudit,0
5053,Marie Jean,0
5054,Lin dormi r tor ma to ser tor pa so metress to ser to demi ser to femme to tifi to metresse to tifi illégitime,0
5055,Dire li boufon la si perna role souffler souffler,0
5056,Urmila Mawooa li pèna pukni,0
5057,Ti bassin sa,0
5058,Lukas Hunt next you 😂😂😂😂,0
5059,Nishal DevilJin,0
5060,KOMIE '''ICE CREAM '''TONN FINI ENVALER LA COCOVIDE,0
5061,ZIS CNT KI Gagne droi roulé,0
5062,Hell Heaven wai craze boja ubs,0
5063,Amen li cot toi.li cpv bour to mama divant toi..to guete ki kalite bon to gagner,0
5064,Sailesh Raj 🤩🤩,0
5065,To pu manze tou so Génération SO CACA,0
5066,Non tonn mal dire...vomier to galan pra20 pran morice la nett pou li ek so dynasty....liem ek so bann voleur in al fer vaccin premier avant civilians...mem dimoune kinn vote li mort li pisser li....bour sa ggt pays la dan la main badain shakeel bruno ameer meah osman mahomed uteem joomun tou pil vinn vrai zom...,0
5067,mo croire tone fou ggt..ene minute moticien paler li..sa voleur la,0
5068,Nawshera Subratty pas donne loccassion sa dimoune la role li perna role dapre lordre line boire pisar pj,0
5069,Fabiola Ragoo Mamarot hsha,0
5070,Mo demann Allah avoy so calamity lor ckinn fer injustice lor nou bann freres soeurs mauricien et bann ckinn mett mo bann freres dan prison pou foss case fakoo et ckine laiss bann cabri rentrer sans quarantine et p kasiete la veriter ki Allah detruire zott lor la terre y compri miniss depiter ki corompu cki pfer dezord lor la terre bon dier.....ameen,0
5071,"Tir kok la dan t la bous pa puena sa encor
Tou cki p passer t oze dr sa t p rod rol tw c pa possible frere non m pa les croir

Nn tne trouv mm ki tne ecrir la ou tne fimm simik je demande c tou

Rex Margoton pa moricien sa ton",0
5072,Ena p fimm kk li chien,0
5073,To conne bousou🤣,0
5074,Eta bouss inpé to🤬🤬🤬🤬 ta,0
5075,kv tone gagne n koud fss ar li,0
5076,Lacoz sa m ena lock down dans Vacoas.. 😝,0
5077,Be don li fess alor,0
5078,"Je pense que tu es sous l'emprise de substances TOXIQUES. Si ça se produit, tu aura envie de te tirer une balle dans la tête. Mais le pire c que tu ne seras peut être pas capable de le faire.😂",0
5079,"Dialogue pi, prend to pravin ek toi faire ene pose 69",0
5080,Johnny Ferrero 🤮🤮🤮🤧,0
5081,To bzn parvin depuis 2030 li pa lavé so fs to continuer passer to langue dan so fs depuis to langue ggn closs 😂😂😂😂😂,0
5082,Ta Gopia to pa cone ki to dir twa to ti pe reve ou li pe b to la family,0
5083,Pendant lockdown chatwa p travail from home fort fort lol,0
5084,Kes Kyete,0
5085,Kes Kyete,0
5086,Pinokio p met gros dibois point dans to tru fess to p rode li meme,0
5087,Mo croire li p fer kiken gagne bon kot toi mauvè chatwa,0
5088,ki sa ggt non la sa lucas jhant fer pravin mont lor toi to habitue donne fess couma theatre,0
5089,"etaa ggt ecout sa,,,,,",0
5090,Tone prend methadone ale donne fesse aster gopia,0
5091,Laisse les aboit ! Nous solidaire ar nou pm ! Pas bizin bann salter nous,0
5092,Non met li jusqua 2050 pli bon🤣🤣🤣to cpv enn 1 arpen la terre ek imp contrat..👍👍,0
5093,zoli kozer sa,0
5094,Ariane Binette,0
5095,Ariane Binette,0
5096,Il sent la CHIOT TON PRA20,0
5097,What rubbish. Pravin ine caca,0
5098,Almighty will decide. Vive Nou la terre 7 couleres.,0
5099,Ferail so p rentr dan to menol to pa encor gg dimal mm move lacid kas n poze comence fr la priere pou nou pays akoze sa nespes figuir rebor pot la gt comier la vie dimoune p dan beze aret souce bigoul pou gg n take away briani boufon,0
5100,Lukas to ene vrai coco vide pou to dire qui pravinn bizin rest jusqu'à 2030 qui li conne bien enna dimound encore malade début février li même qui finne dire sa après li vinne tappe l'estomac pou dire nous covid safe frère mais mo fair toi conne pas covid qui enna maintenant c'est variant u k Afrique du Sud li vinne lors télé 21heur 30 pour dire population demain 6heur du matin lock donne li pense dimound qui travaille gradation pou mange le soir combien dimound pe faire karem combien dimound penna travaille enna pas encore tousse pensions handicap veillent li pense tou sa qui li enna caca dans so la tête après li disparaît kakaliki falumama pilons to trouve li si bon que sa donne li to sœur to maman trou fess,0
5101,⁸moricien moricienne ouvert zotte lieux sa gouvernement la misère qui li pe faire population leve la main dans lamainbour sa banne pourriture la dehors de qui confinement fini parceque li penna pitié pou so peuple,0
5102,Amene li kot toi,0
5103,si pravind reste premier ministre juska 2030 moris pu change nom pu bisin appel li india junior,0
5104,Christine Harold,0
5105,Kel Honte Malédiction lors C n Soy ki ena dans so la Tête kk li Responsable cki p arrivé,0
5106,Dans chatwa to 1 chief executive toi,0
5107,John Lewis CEO😂😂,0
5108,"Lucas hunt la un fake profile, probablement un chatwa Pinochio. Only coward open a fake profile to comment",0
5109,Fer li garde to fam tou,0
5110,Dan Roshan Ramkhelawon,0
5111,To pm koter?,0
5112,Fer li rest Cot toi to gange n Bon mari,0
5113,"Eta gopia pas lheure pou saut pou to PM las las get toi to famille et ki to contribution pou aider pou nou pas plis contaminer
Alle checker si to ena manger acause PM pas pou vine met la queu pou toi pou alle pren to provision",0
5114,Gregory Lou,0
5115,Gregory Lou,0
5116,Bousse impé do .to pas.p gagne traka dimoune ki p contaminé ek virus prier au lieu to p vine flatte to pm ale fer to teste tansion to fine attrap virus la,0
5117,Fr li bour twa,0
5118,Les corona fini...nou pou get li apré ek so ban chatwa MSM kaka zoranz la...,0
5119,"""Pinocchio ile aux plaisirs""",0
5120,Faire li vine to gal........... Nirporte,0
5121,Long live our PM,0
5122,Sangeeta Vicky Neerunjun long live An(g)us Road,0
5123,Sangeeta Vicky Neerunjun li mort couma ene dernier d dernier li ki long live,0
5124,"Hell Heaven to croire kan tone met to nom 'Hell Heaven' lala, to pou capave influence so destin par to bannes imbecilites?",0
5125,Sangeeta Vicky Neerunjun b toi to p pense kan to p dir long live PM la immortel,0
5126,"Sangeeta Vicky Neerunjun Aho ahe gaown mein MSM haawe..
La campagne mein boorbak bhojpourwa MSM hai.
La ville mein educated hai - No MSM..",0
5127,Dheeraj Ramkissoona cause sa mem covid in pose so valise la bas avan😅😅😅,0
5128,Hell Heaven mo gagne droit pense seki mo envi non? Ou bien ine met toi pou reglement dimounes so bannes pensees?,0
5129,Ayo alle apran ecrire apre nu vine met ou comment kumsa ou comment dimoune pou capave compran. Bujata too sabse bara bourbak hawe,0
5130,Sangeeta Vicky Neerunjun 🤫🤫🤫,0
5131,Sangeeta Vicky Neerunjun kozé to pa kone kozé to pu kone ékrir🤣🤣🤣,0
5132,"Hell Heaven ayo ala ene couyon ki content declare malin. Sa mo bizin explik ou mem sa pou ki ou capave compran. Mone dire nu pas content nek cozer, nou bannes dimounes d'actions, a aucun moment mo bannes dire ki mo muet. Apre pou ou 'general information' bannes personnes ki pa conne cozer, zot capave lire ecrire sa dow... Croire moi mo p dire ou. Alle verifier dans bannes ecoles sourdes e muets montrer lire e ecrire tou. Mo sure si ou pou alle verifier ou pou vine remercier moi parski oune resi apran ene nouvo zafer grace a moi.",0
5133,Sangeeta Vicky Neerunjun ena lockdown pa pu capav alé😁😁😁,0
5134,Hell Heaven pa necessaire ou deplacer dow. Capave verifier ar internet si sa. Eutahh,0
5135,Mofine sa.. Nek pblm lor nu pays.. 😡😡😡,0
5136,Hé aret coz kk to pa trouve dpi li fine vine PM couma dir 1 soy ine trape dan moris avec sa kantite dett ki zamai 1 lot gouverna avant ine Fer et si li rest ziska 2030 pay la pou fini coulé net dimoun pou rest San manze',0
5137,"Nou ajoute an mange briyanee encor lor la liste .
Par Dec encore . Lol",0
5138,Li parmi ban honorés pu l'indepandance 🤣🤣,0
5139,Ene mari soya sa couma li fini faire vaccin li met lock down ki fair zot disang pas cailler .,0
5140,Nous la ki sann la sa ?? Bann papa coq ek mama poule...??,0
5141,Lefort Alain,0
5142,Li ki POU gagn contra asizé bez kass Dan sa confinement la ou pra20 so metress sa . Apre fabiano ek tacha ti lamour in enn nouvo duo lucas ti lamour ek pra20 sa foder to in bien amoureuse POU to koz sa kalité kaka la met enn garbage bag Devan to laboce avant to kozé komsa you bane salté ki sorti ava tomb la dan.,0
5143,Fer li bour to fam ziska 2030 kkliki pilon Mal kc.,0
5144,"Hier 56 cas
Zordi 99 cas
Ki garenti ki nou pa pou mort avan sa 2030 ?!
Situation corona li pe vin dangereuse de jour en jour, e gett ou ki ou pe kozé !
Ou un n'importe.
Ou Koné kifer, akoz ou pena sentiments pou ban dimoun ki ti bizin arrêt la prière all dan quarantaine.
Ou PE croir un ti lagripp sa !
Ou daaaan lerreur ek ou post.
La situation bizin ban post ki unifi nou, ban publication de solidarité...
Virus pa kon couler, ni religion, ni ou leader politik.
Merci.",0
5145,Nou nepli ena liberte nous pe vinne esclave nous pe confine mem,0
5146,Tou depends electora no 8,0
5147,Li meme pli for for the time being,0
5148,Covid pli for ki li fer li koné,0
5149,Covid pli fort ki li si li p koné fer li koné,0
5150,Avant 2024 mem nou pou bour li dehor,0
5151,"Depi li fine passe par limpost, l'île Moris fine gagne malédiction.",0
5152,ZisK 2030 to Vin closar P......,0
5153,Li pa loin pu ki li contaminer ek covid once li contaminer li mort net li mm,0
5154,To pravin p cassiet.... Akoz li conner nous pou bour li,0
5155,Sa zozo manyok la,0
5156,Li vo pou premier minister sa,0
5157,Incompetent,0
5158,Incompetent,0
5159,Incompetent,0
5160,Surement toi ki gain mari bon r li e tout to fami,0
5161,"Soy, soy, soy 2ans pas fine kpav celebre fet independence,",0
5162,Depi ki li pm ena zis soy,0
5163,Mo pa croire parceki bizin demand li si li aleze en ce moment 😂😂😂😂😂,0
5164,F t liki taaaaaaa,0
5165,Brayan Francois calmé toi calmé toi mon ami mo coné la journée ine mal passé 😂😂😂😂,0
5166,Lol kk pe mont dans so la tête man pe bizin dier li,0
5167,Bizin coné si vraiment ministre la aleze cot li été en c moment man,0
5168,Talheur to truve Hanuman reaparraitre et bour dife dans lanka! Causer meme kk toi!,0
5169,Viré Mam haha,0
5170,"Cômier pe donne toi pou to faire propagande... mo esperer pluss qui 2550 + 94 rs
Loool",0
5171,Li trop soy Coviv Wakashio re Covid re Wakashio fouf dire sa allé do,0
5172,"Who can replace him, you. Don't talk nonsense",0
5173,BLD,0
5174,"Well it's good to think positive but no one can foretell situation of our political future , sir.",0
5175,Feroz Suff,0
5176,Pa koze en avance to meme pa koné ki to pé kozé,0
5177,Les peuples ki decidé kisanla pou vine premier Ministre et pas toi ggt,0
5178,Tah ggt tne ggn covid kiiiii,0
5179,Zs li ki pu ale vote pravind encr si moricien re vote li cki liyeu onkr ouvert mm ki so navin pravind berenger,0
5180,"Eh ou la, est ce ki ou ti capave rann nu n service pas prononce sa nom ki porte nu malheur svp !!!",0
5181,emmene li et garde li dans ene coffre fort cot toi.,0
5182,Wai ta ena dimoune komic dans Mauritius seulment,0
5183,Sameer Oozeer extra,0
5184,Mais pna remplacent,0
5185,Dire moi cot mone fauté.,0
5186,Nizam Rajah partous,0
5187,Pinok so ban fidel chatwa 24/7,0
5188,To bizin rass tou to ledent pu to kpve souce so ggt 2pi 2030,0
5189,Mo penser in ler pou le peuple met li dehors. La population inn plain avec tous so ban faussetes qui li raconter a la population,0
